Date,avg prcp
Jan-95,0.739677419
Feb-95,0.058928571
Mar-95,0.476774194
Apr-95,0.142
May-95,0.031290323
Jun-95,0.064333333
Jul-95,0
Aug-95,0
Sep-95,0
Oct-95,0
Nov-95,0.008666667
Dec-95,0.348709677
Jan-96,0.311612903
Feb-96,0.312413793
Mar-96,0.059354839
Apr-96,0.084666667
May-96,0.138064516
Jun-96,0.004666667
Jul-96,0.010645161
Aug-96,0
Sep-96,0.018333333
Oct-96,0.040322581
Nov-96,0.1
Dec-96,0.270322581
Jan-97,0.218064516
Feb-97,0.025714286
Mar-97,0.056774194
Apr-97,0.081
May-97,0.013870968
Jun-97,0.063666667
Jul-97,0.000322581
Aug-97,0.020322581
Sep-97,0.054
Oct-97,0.108387097
Nov-97,0.302
Dec-97,0.106451613
Jan-98,0.451612903
Feb-98,0.564285714
Mar-98,0.181290323
Apr-98,0.094333333
May-98,0.247419355
Jun-98,0.057
Jul-98,0.004516129
Aug-98,0
Sep-98,0.002
Oct-98,0.074193548
Nov-98,0.309666667
Dec-98,0.07
Jan-99,0.100322581
Feb-99,0.273571429
Mar-99,0.110645161
Apr-99,0.057666667
May-99,0.018709677
Jun-99,0.013333333
Jul-99,0
Aug-99,0.007419355
Sep-99,0
Oct-99,0.032903226
Nov-99,0.183666667
Dec-99,0.020322581
Jan-00,0.247419355
Feb-00,0.32
Mar-00,0.131612903
Apr-00,0.119
May-00,0.038064516
Jun-00,0.037
Jul-00,0.003548387
Aug-00,0
Sep-00,0.102666667
Oct-00,0.120645161
Nov-00,0.032666667
Dec-00,0.060967742
Jan-01,0.18483871
Feb-01,0.288214286
Mar-01,0.108709677
Apr-01,0.068333333
May-01,0.000967742
Jun-01,0.036666667
Jul-01,0
Aug-01,0
Sep-01,0.016333333
Oct-01,0.026774194
Nov-01,0.246
Dec-01,0.300322581
Jan-02,0.108709677
Feb-02,0.100714286
Mar-02,0.083225806
Apr-02,0.046666667
May-02,0.021935484
Jun-02,0
Jul-02,0
Aug-02,0
Sep-02,0.003666667
Oct-02,0
Nov-02,0.080333333
Dec-02,0.47483871
Jan-03,0.214516129
Feb-03,0.080714286
Mar-03,0.122258065
Apr-03,0.14
May-03,0.031290323
Jun-03,0
Jul-03,0.001612903
Aug-03,0.020645161
Sep-03,0.005333333
Oct-03,0
Nov-03,0.207333333
Dec-03,0.379677419
Jan-04,0.096451613
Feb-04,0.347586207
Mar-04,0.046129032
Apr-04,0.039333333
May-04,0.044516129
Jun-04,0.003666667
Jul-04,0
Aug-04,0
Sep-04,0.01
Oct-04,0.185806452
Nov-04,0.057333333
Dec-04,0.349032258
Jan-05,0.140322581
Feb-05,0.106071429
Mar-05,0.160967742
Apr-05,0.070666667
May-05,0.159677419
Jun-05,0.026
Jul-05,0
Aug-05,0
Sep-05,0.000666667
Oct-05,0.012258065
Nov-05,0.161333333
Dec-05,0.448387097
Jan-06,0.230967742
Feb-06,0.158571429
Mar-06,0.243870968
Apr-06,0.203
May-06,0.020645161
Jun-06,0.009333333
Jul-06,0
Aug-06,0.001290323
Sep-06,0
Oct-06,0.007096774
Nov-06,0.129333333
Dec-06,0.213548387
Jan-07,0.012258065
Feb-07,0.262857143
Mar-07,0.016451613
Apr-07,0.073666667
May-07,0.048709677
Jun-07,0
Jul-07,0.037096774
Aug-07,0
Sep-07,0.005666667
Oct-07,0.095483871
Nov-07,0.016
Dec-07,0.161935484
Jan-08,0.321935484
Feb-08,0.108965517
Mar-08,0.009354839
Apr-08,0.014666667
May-08,0.011290323
Jun-08,0.000666667
Jul-08,0
Aug-08,0.000322581
Sep-08,0
Oct-08,0.041935484
Nov-08,0.094
Dec-08,0.107419355
Jan-09,0.03
Feb-09,0.320357143
Mar-09,0.037096774
Apr-09,0.024
May-09,0.070967742
Jun-09,0.076
Jul-09,0
Aug-09,0
Sep-09,0.004
Oct-09,0.064193548
Nov-09,0.022333333
Dec-09,0.13
Jan-10,0.3
Feb-10,0.233214286
Mar-10,0.060645161
Apr-10,0.155
May-10,0.03483871
Jun-10,0.006666667
Jul-10,0
Aug-10,0.004193548
Sep-10,0.011333333
Oct-10,0.150322581
Nov-10,0.075
Dec-10,0.280322581
Jan-11,0.046451613
Feb-11,0.155714286
Mar-11,0.270645161
Apr-11,0.025333333
May-11,0.110645161
Jun-11,0.063666667
Jul-11,0.00483871
Aug-11,0
Sep-11,0.004333333
Oct-11,0.098387097
Nov-11,0.087333333
Dec-11,0.012258065
Jan-12,0.187741935
Feb-12,0.048965517
Mar-12,0.208064516
Apr-12,0.091
May-12,0.001612903
Jun-12,0.027333333
Jul-12,0
Aug-12,0
Sep-12,0
Oct-12,0.075806452
Nov-12,0.225666667
Dec-12,0.323870968
Jan-13,0.03
Feb-13,0.020714286
Mar-13,0.111290323
Apr-13,0.063333333
May-13,0.027741935
Jun-13,0.052666667
Jul-13,0
Aug-13,0
Sep-13,0.046333333
Oct-13,0.000322581
Nov-13,0.057333333
Dec-13,0.012258065
Jan-14,0.013548387
Feb-14,0.288571429
Mar-14,0.175806452
Apr-14,0.005666667
May-14,0.00483871
Jun-14,0
Jul-14,0.002903226
Aug-14,0.003870968
Sep-14,0.107666667
Oct-14,0.069354839
Nov-14,0.123666667
Dec-14,0.33516129
Jan-15,0.008387097
Feb-15,0.120714286
Mar-15,0.034193548
Apr-15,0.039333333
May-15,0.010967742
Jun-15,0.019
Jul-15,0.001290323
Aug-15,0
Sep-15,0.018333333
Oct-15,0.008709677
Nov-15,0.046
Dec-15,0.26483871
Jan-16,0.409032258
Feb-16,0.03137931
Mar-16,0.334193548
Apr-16,0.108333333
May-16,0.031290323
Jun-16,0.082
Jul-16,0
Aug-16,0
Sep-16,0
Oct-16,0.250967742
Nov-16,0.164
Dec-16,0.194516129
Jan-17,0.369354839
Feb-17,0.270714286
Mar-17,0.146451613
Apr-17,0.129666667
May-17,0.008064516
Jun-17,0.019666667
Jul-17,0
Aug-17,0.003225806
Sep-17,0.020333333
Oct-17,0.010645161
Nov-17,0.174333333
Dec-17,0.003548387
Jan-18,0.156451613
Feb-18,0.0125
Mar-18,0.118064516
Apr-18,0.149
May-18,0.022580645
Jun-18,0
Jul-18,0
Aug-18,0
Sep-18,0.001
Oct-18,0.016774194
Nov-18,0
Dec-18,0
